,mb,mun,year,budget,expenditure,income,transfers,area,population,income_percap,budget_percap,expenditure_percap,transfers_percap,pe_party_id,pe_party_abr,pe_party_full,party13_id,party13_abr,party13_full
151,70742,Lucani,2012,,,574192.0,168673.0,454,20012.0,28.6923845693,,,8.42859284429,,,,,,
152,70742,Lucani,2013,,,554997.0,169704.0,454,20012.0,27.733210074,,,8.48011193284,,,,,,
153,70769,Ljig,2011,251507.0,233865.0,235188.0,92611.0,279,12073.0,19.4804936635,20.8321875259,19.3709102957,7.67091857865,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
154,70769,Ljig,2012,364489.0,318528.0,318712.0,138304.0,279,12073.0,26.3987409923,30.1904249151,26.3835003727,11.4556448273,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
155,70769,Ljig,2013,407000.0,317172.0,320552.0,144635.0,279,12073.0,26.5511471879,33.7115878406,26.2711836329,11.9800381015,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
156,70777,Ljubovija,2011,458053.0,338690.0,313143.0,97954.0,356,13753.0,22.7690685669,33.305678761,24.6266269178,7.12237330037,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
157,70777,Ljubovija,2012,643014.0,569361.0,597298.0,253092.0,356,13753.0,43.4303788264,46.7544535738,41.3990402094,18.4026757798,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
158,70777,Ljubovija,2013,599708.0,515182.0,502117.0,207479.0,356,13753.0,36.5096342616,43.6056133207,37.4596088126,15.0860903076,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
159,70785,Majdanpek,2011,,,603545.0,195598.0,932,17775.0,33.9547116737,,,11.0041068917,,,,,,
160,70785,Majdanpek,2012,,,715425.0,250008.0,932,17775.0,40.2489451477,,,14.0651476793,,,,,,
161,70785,Majdanpek,2013,,,718804.0,285800.0,932,17775.0,40.4390436006,,,16.0787623066,,,,,,
162,70793,Mali Zvornik,2011,378408.0,336116.0,313412.0,82347.0,184,12005.0,26.106788838,31.5208663057,27.998000833,6.85939192003,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
163,70793,Mali Zvornik,2012,473740.0,384865.0,419755.0,156843.0,184,12005.0,34.9650145773,39.4618908788,32.058725531,13.0648063307,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
164,70793,Mali Zvornik,2013,482505.0,356628.0,432466.0,162507.0,184,12005.0,36.0238234069,40.1920033319,29.7066222407,13.5366097459,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
165,70807,Malo Crnice,2011,,,202487.0,128941.0,269,10860.0,18.6452117864,,,11.8730202578,,,,,,
166,70807,Malo Crnice,2012,,,307703.0,221584.0,269,10860.0,28.3336095764,,,20.4036832413,,,,,,
167,70807,Malo Crnice,2013,,,314892.0,228353.0,269,10860.0,28.9955801105,,,21.0269797422,,,,,,
168,70815,Medvedja,2011,278470.0,263534.0,240642.0,136757.0,524,7111.0,33.8408100127,39.1604556321,37.0600478132,19.2317536212,35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica"""
169,70815,Medvedja,2012,377387.0,358858.0,391451.0,242537.0,524,7111.0,55.0486570103,53.0708761074,50.4651947687,34.1072985515,35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica"""
170,70815,Medvedja,2013,464959.0,418683.0,437292.0,255832.0,524,7111.0,61.4951483617,65.3858810294,58.8782168471,35.9769371396,35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica"""
171,70823,Merosina,2011,,,227179.0,126659.0,193,13594.0,16.711711049,,,9.31727232603,,,,,,
172,70823,Merosina,2012,,,333137.0,208701.0,193,13594.0,24.5061791967,,,15.3524348977,,,,,,
173,70823,Merosina,2013,,,328932.0,189784.0,193,13594.0,24.1968515522,,,13.9608650875,,,,,,
174,70831, Mionica,2011,475012.0,212457.0,231463.0,95840.0,329,13821.0,16.7471962955,34.3688589827,15.372042544,6.93437522611,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
175,70831, Mionica,2012,410470.0,381884.0,363605.0,179151.0,329,13821.0,26.308154258,29.6990087548,27.6307068953,12.962231387,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
176,70831, Mionica,2013,376351.0,323602.0,359278.0,174694.0,329,13821.0,25.9950799508,27.2303740684,23.4137906085,12.6397511034,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
177,70840,Negotin,2011,884867.0,750216.16,885523.0,255264.0,1090,35103.0,25.2264193944,25.2077315329,21.371853118,7.27185710623,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
178,70840,Negotin,2012,1023950.0,850020.15,1039424.0,287905.0,1090,35103.0,29.6106885451,29.169871521,24.21502863,8.20172065066,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
179,70840,Negotin,2013,1144465.0,949425.51,1122274.0,324606.0,1090,35103.0,31.9708856793,32.60305387,27.0468481326,9.24724382531,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
180,70866,Nova Varos,2011,,,394491.0,114206.0,581,15732.0,25.0757055683,,,7.25947114162,,,,,,
181,70866,Nova Varos,2012,,,581849.0,241597.0,581,15732.0,36.9850622934,,,15.3570429697,,,,,,
182,70866,Nova Varos,2013,,,590032.0,213557.0,581,15732.0,37.5052123061,,,13.5746885329,,,,,,
183,70874,Novi Pazar,2011,827105.0,635204.0,2869298.0,423608.0,742,103087.0,27.8337520735,8.02336861098,6.16182447835,4.1092281277,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic
184,70874,Novi Pazar,2012,980477.0,945152.0,2087407.0,568606.0,742,103087.0,20.248983868,9.5111604761,9.16848875222,5.51578763569,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic
185,70874,Novi Pazar,2013,1330262.0,1146984.0,1950570.0,572531.0,742,103087.0,18.9215905012,12.9042653293,11.1263689893,5.55386227167,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic
186,70882,Osecina,2011,290575.0,222204.0,223811.0,133132.0,319,11933.0,18.7556356323,24.3505405179,18.6209670661,11.1566244867,37.0,G17+,G sedamnaest plus,4.0,URS,Ujedinjeni Regioni Srbije
187,70882,Osecina,2012,393563.0,290966.0,317581.0,202919.0,319,11933.0,26.6136763597,32.9810609235,24.3833067963,17.004860471,37.0,G17+,G sedamnaest plus,4.0,URS,Ujedinjeni Regioni Srbije
188,70882,Osecina,2013,344473.0,308972.0,313959.0,209867.0,319,11933.0,26.3101483282,28.867258862,25.8922316266,17.5871113718,37.0,G17+,G sedamnaest plus,4.0,URS,Ujedinjeni Regioni Srbije
189,70904,Paracin,2011,1348900.0,1026338.0,1045174.0,225941.0,542,52860.0,19.7724933787,25.5183503594,19.4161558835,4.27432841468,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
190,70904,Paracin,2012,1377522.0,1154107.0,1376128.0,314199.0,542,52860.0,26.0334468407,26.0598183882,21.8332765796,5.94398410897,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
191,70904,Paracin,2013,1475700.0,1236739.0,1354669.0,338412.0,542,52860.0,25.6274877034,27.9171396141,23.3965001892,6.4020431328,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
192,70912,Petrovac,2011,,,647073.0,241042.0,655,29897.0,21.6434090377,,,8.06241428906,,,,,,
193,70912,Petrovac,2012,,,754763.0,394802.0,655,29897.0,25.2454426866,,,13.2054052246,,,,,,
194,70912,Petrovac,2013,,,763792.0,432395.0,655,29897.0,25.5474462321,,,14.4628223568,,,,,,
195,70939,Pirot,2011,1166697.0,1025957.0,1195332.0,282683.0,1232,56396.0,21.1953330023,20.6875842258,18.1920171643,5.01246542308,30.0,KzP,Koalicija za Pirot,30.0,KzP,Koalicija za Pirot
196,70939,Pirot,2012,1571073.0,1362575.0,1531159.0,372119.0,1232,56396.0,27.1501347613,27.8578799915,24.1608447408,6.59832257607,30.0,KzP,Koalicija za Pirot,30.0,KzP,Koalicija za Pirot
197,70939,Pirot,2013,1562822.0,1320380.0,1596278.0,362123.0,1232,56396.0,28.3048088517,27.711575289,23.4126533797,6.42107596283,30.0,KzP,Koalicija za Pirot,30.0,KzP,Koalicija za Pirot
198,70955,Pozega,2011,484445.01,465298.81,520414.0,142048.0,426,28757.0,18.0969503078,16.8461595438,16.1803668672,4.93959731544,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
199,70955,Pozega,2012,665227.99,630947.51,731848.0,237161.0,426,28757.0,25.4493862364,23.1327325521,21.9406582745,8.24707027854,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
200,70955,Pozega,2013,685608.02,628676.84,712029.0,225795.0,426,28757.0,24.7601975171,23.8414306082,21.8616976736,7.85182738116,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
201,70963,Presevo,2011,546164.71,552652.59,555505.0,378213.0,264,29744.0,18.6762036041,18.3621809441,18.5803049354,12.7156065089,18.0,DPA,Demokratska partija albanaca,18.0,DPA,Demokratska partija albanaca
202,70963,Presevo,2012,767167.36,768824.82,798437.0,523496.0,264,29744.0,26.8436323292,25.7923399677,25.8480641474,17.6000537924,18.0,DPA,Demokratska partija albanaca,18.0,DPA,Demokratska partija albanaca
203,70963,Presevo,2013,848632.09,764043.34,796783.0,528520.0,264,29744.0,26.7880244755,28.5312025955,25.6873097095,17.7689618074,18.0,DPA,Demokratska partija albanaca,18.0,DPA,Demokratska partija albanaca
204,70971,Priboj,2011,563629.03,402075.03,433930.0,195316.0,553,25979.0,16.7031063551,21.6955629547,15.4769248239,7.51822625967,,,,,,
205,70971,Priboj,2012,698021.59,592883.58,661459.0,367171.0,553,25979.0,25.4612956619,26.8686858617,22.8216474845,14.1333769583,,,,,,
206,70971,Priboj,2013,737599.66,619804.94,656704.0,354536.0,553,25979.0,25.2782632126,28.3921498133,23.8579213981,13.6470225952,,,,,,
207,70980,Prijepolje,2011,629015.0,545650.0,877652.0,299839.0,827,36143.0,24.2827656808,17.4035082865,15.0969759013,8.29590792131,27.0,SDzP,Sandzacka demokratska partija,27.0,SDzP,Sandzacka demokratska partija
208,70980,Prijepolje,2012,763482.0,686327.0,953512.0,484622.0,827,36143.0,26.3816506654,21.1239244114,18.9892095288,13.4084608361,27.0,SDzP,Sandzacka demokratska partija,27.0,SDzP,Sandzacka demokratska partija
209,70980,Prijepolje,2013,729988.0,639477.0,908410.0,472895.0,827,36143.0,25.1337741748,20.1972166118,17.692969593,13.083999668,27.0,SDzP,Sandzacka demokratska partija,27.0,SDzP,Sandzacka demokratska partija
210,70998,Prokuplje,2011,,,805522.0,230917.0,759,43021.0,18.7239255247,,,5.36754143325,,,,,,
211,70998,Prokuplje,2012,,,1186878.0,335730.0,759,43021.0,27.5883405779,,,7.80386322959,,,,,,
212,70998,Prokuplje,2013,,,1192961.0,368458.0,759,43021.0,27.7297366402,,,8.56460798215,,,,,,
213,71005,Razanj,2011,167355.0,169716.0,161818.0,98855.0,289,8614.0,18.7854655212,19.4282563269,19.7023450197,11.4760854423,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
214,71005,Razanj,2012,262745.0,245560.0,258470.0,179142.0,289,8614.0,30.0058045043,30.5020896215,28.5070814952,20.7966101695,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
215,71005,Razanj,2013,300555.0,225653.0,286827.0,201368.0,289,8614.0,33.2977710704,34.8914557697,26.1960761551,23.3768284189,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
216,71013,Raca,2011,269692.0,180095.0,267318.0,141089.0,216,11045.0,24.2026256225,24.4175645088,16.3055681304,12.7740153916,15.0,NS,Nova Srbija,4.0,URS,Ujedinjeni Regioni Srbije
217,71013,Raca,2012,366266.0,290554.0,359342.0,213177.0,216,11045.0,32.5343594387,33.1612494341,26.3063829787,19.300769579,15.0,NS,Nova Srbija,4.0,URS,Ujedinjeni Regioni Srbije
218,71013,Raca,2013,370877.0,283621.0,361101.0,237887.0,216,11045.0,32.6936170213,33.5787234043,25.6786781349,21.5379809869,15.0,NS,Nova Srbija,4.0,URS,Ujedinjeni Regioni Srbije
219,71021,Raska,2011,928578.0,826130.0,784985.0,138008.0,670,23904.0,32.8390645917,38.8461345382,34.5603246319,5.7734270415,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
220,71021,Raska,2012,841093.0,827221.0,862561.0,225925.0,670,23904.0,36.0843791834,35.1862868139,34.6059655288,9.45134705489,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
221,71021,Raska,2013,984621.0,890124.0,889819.0,236515.0,670,23904.0,37.2246904284,41.1906375502,37.2374497992,9.89436914324,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
222,71030,Rekovac,2011,,,190737.0,128945.0,366,10285.0,18.5451628585,,,12.5371900826,,,,,,
223,71030,Rekovac,2012,,,282627.0,205979.0,366,10285.0,27.4795333009,,,20.0271268838,,,,,,
224,71030,Rekovac,2013,,,300616.0,224801.0,366,10285.0,29.2285853184,,,21.8571706368,,,,,,
225,71048,Jagodina,2011,3460564.0,2297438.0,2346255.0,925595.0,470,71231.0,32.9386783844,48.5822745715,32.2533447516,12.9942721568,,,,,,
226,71048,Jagodina,2012,3636670.0,2799058.0,2787098.0,857623.0,470,71231.0,39.1275989387,51.0545970153,39.2955033623,12.0400247083,,,,,,
227,71048,Jagodina,2013,2950572.0,2308054.0,2266488.0,558488.0,470,71231.0,31.8188429195,41.4225828642,32.4023809858,7.84051887521,,,,,,
228,71056,Svilajnac,2011,823422.37,717371.59,774076.0,199882.0,326,22595.0,34.2587298075,36.4426806816,31.749129896,8.84629342775,,,,,,
229,71056,Svilajnac,2012,912139.74,844116.65,932450.0,235862.0,326,22595.0,41.2679796415,40.3690967028,37.3585594158,10.4386811241,,,,,,
230,71056,Svilajnac,2013,1050279.9,945889.7,1005078.0,254698.0,326,22595.0,44.4823190971,46.4828457623,41.8627882275,11.2723168843,,,,,,
231,71064,Svrljig,2011,399287.0,278755.0,265010.0,151553.0,497,13507.0,19.6201969349,29.5614866366,20.637817428,11.2203301992,23.0,USS,Ujedinjena seljacka stranka,23.0,USS,Ujedinjena seljacka stranka
232,71064,Svrljig,2012,453451.0,400184.0,413679.0,278254.0,497,13507.0,30.627008218,33.5715554897,29.6278966462,20.6007255497,23.0,USS,Ujedinjena seljacka stranka,23.0,USS,Ujedinjena seljacka stranka
233,71064,Svrljig,2013,505642.0,398002.0,417779.0,282915.0,497,13507.0,30.9305545273,37.435551936,29.4663507811,20.9458058784,23.0,USS,Ujedinjena seljacka stranka,23.0,USS,Ujedinjena seljacka stranka
234,71072,Sjenica,2011,595004.5,397955.68,438472.0,258752.0,1059,26141.0,16.7733445545,22.7613518993,15.2234298611,9.89832064573,27.0,SDzP,Sandzacka demokratska partija,32.0,SDA,Stranka demokratske akcije Sandzaka
235,71072,Sjenica,2012,942410.0,755858.22,798747.0,472420.0,1059,26141.0,30.555334532,36.0510309476,28.9146635553,18.0719941854,27.0,SDzP,Sandzacka demokratska partija,32.0,SDA,Stranka demokratske akcije Sandzaka
236,71072,Sjenica,2013,865937.0,660560.94,700998.0,453322.0,1059,26141.0,26.8160361119,33.1256264106,25.2691534371,17.3414176963,27.0,SDzP,Sandzacka demokratska partija,32.0,SDA,Stranka demokratske akcije Sandzaka
237,71099,Smederevo,2011,,,2576433.0,415643.0,484,106470.0,24.1986756833,,,3.90385085,,,,,,
238,71099,Smederevo,2012,,,3128785.0,484419.0,484,106470.0,29.3865408096,,,4.54981684982,,,,,,
239,71099,Smederevo,2013,,,2584517.0,473980.0,484,106470.0,24.2746031746,,,4.45177045177,,,,,,
240,71102,Smederevska Palanka,2011,1003181.0,797028.0,807342.0,215621.0,421,48611.0,16.6082162474,20.6369134558,16.3960420481,4.43564213861,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
241,71102,Smederevska Palanka,2012,1204344.0,1034884.0,1042015.0,338507.0,421,48611.0,21.4357861389,24.7751332003,21.2890909465,6.9635884882,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
242,71102,Smederevska Palanka,2013,1404455.0,1017818.0,1004898.0,342690.0,421,48611.0,20.6722346794,28.8917117525,20.938018144,7.0496389706,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
243,71129,Sokobanja,2011,403395.0,331014.0,334891.0,100393.0,525,15265.0,21.9384867344,26.4261382247,21.6845070423,6.57667867671,,,,,,
244,71129,Sokobanja,2012,554127.0,462138.0,477943.0,164437.0,525,15265.0,31.3097281363,36.30049132,30.2743530953,10.7721585326,,,,,,
245,71129,Sokobanja,2013,595957.0,426447.0,459434.0,169391.0,525,15265.0,30.0972158533,39.0407468064,27.936259417,11.0966917786,,,,,,
246,71137,Surdulica,2011,601970.0,487054.0,473890.0,139627.0,628,19624.0,24.1484916429,30.6751936404,24.8193028944,7.11511414594,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
247,71137,Surdulica,2012,822986.0,672612.0,819683.0,269237.0,628,19624.0,41.769415002,41.937729311,34.2749694252,13.7197818997,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
248,71137,Surdulica,2013,1014266.0,726026.0,720069.0,297452.0,628,19624.0,36.6932837342,51.6849775785,36.9968406033,15.1575621688,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
249,71145,Uzice,2011,2147927.54,1803672.58,2007328.0,354191.0,667,76364.0,26.2863129223,28.1274886072,23.6194094076,4.63819338956,,,,,,
250,71145,Uzice,2012,2509189.58,2144070.06,2371252.0,341021.0,667,76364.0,31.0519616573,32.8582785082,28.0769742287,4.4657299251,,,,,,
251,71145,Uzice,2013,2370400.05,2195683.3,2397231.0,267210.0,667,76364.0,31.3921612278,31.0408052224,28.7528586769,3.49916190875,,,,,,
252,71153,Topola,2011,414764.0,358748.0,430210.0,179796.0,357,21506.0,20.0041848786,19.285966707,16.6812982424,8.36027155212,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
253,71153,Topola,2012,521701.0,429602.0,460394.0,199669.0,357,21506.0,21.4077001767,24.2583930066,19.9759136985,9.28433925416,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
254,71153,Topola,2013,524500.0,448621.0,471974.0,223224.0,357,21506.0,21.9461545615,24.3885427323,20.8602715521,10.3796149912,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
255,71161,Trgoviste,2011,123260.0,138949.0,139081.0,78044.0,370,4806.0,28.9390345402,25.6471077819,28.9115688722,16.2388680816,4.0,URS,Ujedinjeni Regioni Srbije,1.0,SNS,Srpska Napredna Stranka
256,71161,Trgoviste,2012,284099.0,238676.0,261358.0,203524.0,370,4806.0,54.3816063254,59.1133999168,49.6620890553,42.3478984603,4.0,URS,Ujedinjeni Regioni Srbije,1.0,SNS,Srpska Napredna Stranka
257,71161,Trgoviste,2013,365587.0,292788.0,272128.0,221029.0,370,4806.0,56.6225551394,76.068872243,60.9213483146,45.9902205576,4.0,URS,Ujedinjeni Regioni Srbije,1.0,SNS,Srpska Napredna Stranka
258,71170,Trstenik,2011,1120285.83,816474.19,866745.0,325488.0,448,41381.0,20.9454822261,27.0724687659,19.7306539233,7.86563881975,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
259,71170,Trstenik,2012,1182271.02,985193.87,1072454.0,482557.0,448,41381.0,25.916580073,28.570383026,23.8078797032,11.6613179962,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
260,71170,Trstenik,2013,1126910.14,1033685.95,1099660.0,486627.0,448,41381.0,26.5740315604,27.2325497209,24.9797237863,11.7596723134,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
261,71188,Tutin,2011,,,551543.0,320534.0,742,31282.0,17.6313215268,,,10.2465954862,,,,,,
262,71188,Tutin,2012,,,755629.0,458805.0,742,31282.0,24.1553928777,,,14.666741257,,,,,,
263,71188,Tutin,2013,,,767831.0,494547.0,742,31282.0,24.5454574516,,,15.8093152612,,,,,,
264,71196,cicevac,2011,,,180715.0,79262.0,124,9121.0,19.8130687425,,,8.69005591492,,,,,,
265,71196,cicevac,2012,,,272750.0,133131.0,124,9121.0,29.9035193509,,,14.5960969192,,,,,,
266,71196,cicevac,2013,,,245767.0,118089.0,124,9121.0,26.9451814494,,,12.946935643,,,,,,
267,71200,cuprija,2011,678780.0,465188.46,471481.0,123834.0,287,29618.0,15.9187318523,22.9178202444,15.706275238,4.18103855763,13.0,JS,Jedinstvena Srbija,1.0,SNS,Srpska Napredna Stranka
268,71200,cuprija,2012,790000.01,641605.13,730002.0,183653.0,287,29618.0,24.6472415423,26.672969478,21.6626757377,6.20072253359,13.0,JS,Jedinstvena Srbija,1.0,SNS,Srpska Napredna Stranka
269,71200,cuprija,2013,848700.0,685800.28,727985.0,204038.0,287,29618.0,24.5791410629,28.6548720373,23.1548477277,6.88898642717,13.0,JS,Jedinstvena Srbija,1.0,SNS,Srpska Napredna Stranka
270,71218,Ub,2011,1065107.0,1056436.0,865436.0,92794.0,456,28358.0,30.518231187,37.5593130686,37.2535439735,3.27223358488,,,,,,
271,71218,Ub,2012,1068000.0,938707.0,954665.0,155351.0,456,28358.0,33.6647506876,37.6613301361,33.1020170675,5.47820720784,,,,,,
272,71218,Ub,2013,1150000.0,921416.0,915512.0,169075.0,456,28358.0,32.2840820932,40.55293039,32.4922773115,5.96216235278,,,,,,
273,71226,Crna Trava,2011,64429.6,56587.95,60240.0,39014.0,312,1470.0,40.9795918367,43.8296598639,38.4952040816,26.5401360544,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
274,71226,Crna Trava,2012,141956.0,111683.11,123368.0,96590.0,312,1470.0,83.9238095238,96.568707483,75.9749047619,65.7074829932,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
275,71226,Crna Trava,2013,167833.8,123254.96,126778.0,101824.0,312,1470.0,86.243537415,114.172653061,83.8469115646,69.2680272109,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
276,71234,cajetina,2011,944615.48,849515.88,830661.0,70083.0,647,14413.0,57.6327620898,65.5391299521,58.9409477555,4.86248525637,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
277,71234,cajetina,2012,1156994.02,998162.34,992697.0,106313.0,647,14413.0,68.8751127454,80.2743370568,69.2543079165,7.37618816346,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
278,71234,cajetina,2013,1640578.02,1069780.42,1215685.0,115144.0,647,14413.0,84.3464233678,113.82626934,74.2232997988,7.98889891071,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
279,71242,cacak,2011,2406008.0,2240385.0,2512578.0,464284.0,636,113383.0,22.1600945468,21.2201829198,19.7594436556,4.09482903081,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
280,71242,cacak,2012,3049182.0,2798046.0,2940690.0,420399.0,636,113383.0,25.9358986797,26.8927617015,24.6778264819,3.70777806197,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
281,71242,cacak,2013,3550102.0,3131682.0,3104063.0,452902.0,636,113383.0,27.3767936992,31.3107079545,27.6203840082,3.99444361148,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
282,71269,sabac,2011,,,2537214.0,369326.0,797,113827.0,22.2900893461,,,3.24462561607,,,,,,
283,71269,sabac,2012,,,2942408.0,417392.0,797,113827.0,25.849824734,,,3.6668980119,,,,,,
284,71269,sabac,2013,,,2864683.0,435630.0,797,113827.0,25.1669902571,,,3.82712361742,,,,,,
285,71277,Lapovo,2011,174299.4,158391.52,170294.0,34118.0,55,7550.0,22.5554966887,23.086013245,20.9790092715,4.51894039735,25.0,SPO,Srpski pokret obnove,2.0,DS,Demokratska Stranka
286,71277,Lapovo,2012,196811.01,195761.04,211829.0,51474.0,55,7550.0,28.0568211921,26.0676834437,25.9286145695,6.81774834437,25.0,SPO,Srpski pokret obnove,2.0,DS,Demokratska Stranka
287,71277,Lapovo,2013,218925.51,194442.55,225732.0,52195.0,55,7550.0,29.8982781457,28.9967562914,25.7539801325,6.91324503311,25.0,SPO,Srpski pokret obnove,2.0,DS,Demokratska Stranka
288,79014,Grad Beograd,2011,95939972.67,80962810.6,95645362.0,5288935.0,3234,1675043.0,57.1002427997,57.2761252517,48.3347654956,3.15749207632,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
289,79014,Grad Beograd,2012,105742074.37,90801607.2,102982104.0,0.0,3234,1675043.0,61.4802748347,63.12797604,54.2085231245,0.0,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
290,79014,Grad Beograd,2013,78000091.91,72477309.1,87116051.0,480202.0,3234,1675043.0,52.0082475495,46.5660236245,43.2689244993,0.286680401637,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
291,79022,Grad Nis,2011,8574481.0,7051254.0,7731723.0,968048.0,596,258500.0,29.9099535783,33.170139265,27.2775783366,3.74486653772,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
292,79022,Grad Nis,2012,9829275.0,7006291.0,7919806.0,841616.0,596,258500.0,30.6375473888,38.0242746615,27.1036402321,3.25576789168,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
293,79022,Grad Nis,2013,10651101.0,7405424.0,8349563.0,970576.0,596,258500.0,32.3000502901,41.2034854932,28.6476750484,3.75464603482,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
294,79049,Grad Pozarevac,2011,,,2254633.0,274471.0,477,74328.0,30.3335620493,,,3.69269992466,,,,,,
295,79049,Grad Pozarevac,2012,,,2453224.0,222470.0,477,74328.0,33.005381552,,,2.99308470563,,,,,,
296,79049,Grad Pozarevac,2013,,,2685169.0,230509.0,477,74328.0,36.1259417716,,,3.10124044775,,,,,,
297,79057,Grad Vranje,2011,1602844.0,1523999.94,1633730.0,363322.0,860,82425.0,19.8208067941,19.4460903852,18.4895352138,4.40791022141,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
298,79057,Grad Vranje,2012,1961843.0,1954924.25,2179176.0,465010.0,860,82425.0,26.438289354,23.8015529269,23.7176129815,5.64161358811,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
299,79057,Grad Vranje,2013,2469550.0,2006596.7,2198471.0,475457.0,860,82425.0,26.6723809524,29.9611768274,24.3445156203,5.76835911435,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
300,80012,Ada,2011,518307.0,335834.0,449708.0,112372.0,227,16555.0,27.1644820296,31.3081848384,20.2859559046,6.78779824826,,,,,,
