,Unnamed: 0,date,pres_name,mun,party_id,mun_id,name_abr,name_full,opo11,in_gov11,in_gov12,opo13,ingov13,fringe13,ingov14,ag1_name_abr,ag1_party_id,ag1_name_full,ag2_name_abr,ag2_party_id,ag2_name_full,ag3_name_abr,ag3_party_id,ag3_name_full,nat_party
276,276,2012,Dragan Bozic,Titel,1,80454,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
277,277,2013,Dragan Bozic,Titel,1,80454,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
278,278,2014,Dragan Bozic,Titel,1,80454,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
279,279,2015,Dragan Bozic,Titel,1,80454,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
280,280,2016,Dragan Bozic,Titel,1,80454,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
281,281,2014,Bratislav Kazic,Vrbas,1,80462,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
282,282,2015,Bratislav Kazic,Vrbas,1,80462,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
283,283,2016,Bratislav Kazic,Vrbas,1,80462,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
284,284,2013,Nikola Vasic,Sid,1,80497,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
285,285,2014,Nikola Vasic,Sid,1,80497,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
286,286,2015,Nikola Vasic,Sid,1,80497,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
287,287,2016,Nikola Vasic,Sid,1,80497,SNS,Srpska Napredna Stranka,-1,0,0,1,1,0,1,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,SNS,1,Srpska Napredna Stranka,1
288,288,2014,Jugoslav Stajkovac,Aleksandrovac,46,70017,GGZBZ,"Grupa Gradjana ""Za Bogatu Zupu""",0,0,0,0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
289,289,2015,Jugoslav Stajkovac,Aleksandrovac,46,70017,GGZBZ,"Grupa Gradjana ""Za Bogatu Zupu""",0,0,0,0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
290,290,2016,Jugoslav Stajkovac,Aleksandrovac,46,70017,GGZBZ,"Grupa Gradjana ""Za Bogatu Zupu""",0,0,0,0,0,0,0,CG,-2,Citizen Group,LP,-4,Local Party,CG,-2,Citizen Group,0
291,291,2008,Ivan Dimic,Aleksinac,7,70025,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
292,292,2009,Ivan Dimic,Aleksinac,7,70025,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
293,293,2010,Ivan Dimic,Aleksinac,7,70025,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
294,294,2011,Ivan Dimic,Aleksinac,7,70025,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
295,295,2012,Ivan Dimic,Aleksinac,7,70025,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
296,296,2012,Radoje Krstovic,Blace,7,70262,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
297,297,2013,Radoje Krstovic,Blace,7,70262,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
298,298,2008,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
299,299,2009,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
300,300,2010,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
301,301,2011,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
302,302,2012,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
303,303,2013,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
304,304,2014,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
305,305,2015,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
306,306,2016,Vladimir Zaharijev,Bosilegrad,7,70335,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
307,307,2008,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
308,308,2009,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
309,309,2010,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
310,310,2011,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
311,311,2012,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
312,312,2013,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
313,313,2014,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
314,314,2015,Dejan Sulkic,Velika Plana,7,70386,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
315,315,2008,Dusan Zivanovic,Lajkovac,7,70700,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
316,316,2009,Dusan Zivanovic,Lajkovac,7,70700,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
317,317,2010,Dusan Zivanovic,Lajkovac,7,70700,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
318,318,2011,Dusan Zivanovic,Lajkovac,7,70700,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
319,319,2012,Dusan Zivanovic,Lajkovac,7,70700,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
320,320,2008,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
321,321,2009,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
322,322,2010,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
323,323,2011,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
324,324,2012,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
325,325,2013,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
326,326,2014,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
327,327,2015,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
328,328,2016,Slavoljub Blagojevic,Crna Trava,7,71226,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
329,329,2008,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
330,330,2009,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
331,331,2010,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
332,332,2011,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
333,333,2012,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
334,334,2013,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
335,335,2014,Milan Stamatovic,Cajetina,7,71234,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
336,336,2008,Zoran VIdanovic,Nis-Niska Banja,7,71285,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
337,337,2009,Zoran VIdanovic,Nis-Niska Banja,7,71285,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
338,338,2010,Zoran VIdanovic,Nis-Niska Banja,7,71285,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
339,339,2011,Zoran VIdanovic,Nis-Niska Banja,7,71285,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
340,340,2012,Zoran VIdanovic,Nis-Niska Banja,7,71285,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
341,341,2008,Branislav Nedimovic,Sremska Mitrovica,7,80403,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
342,342,2009,Branislav Nedimovic,Sremska Mitrovica,7,80403,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
343,343,2010,Branislav Nedimovic,Sremska Mitrovica,7,80403,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
344,344,2011,Branislav Nedimovic,Sremska Mitrovica,7,80403,DSS,Demokratska stranke Srbije,-1,0,0,0,0,0,0,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,DSS,7,Demokratska stranke Srbije,1
345,345,2008,Vlada Gajic,Arandjelovac,2,70033,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
346,346,2009,Vlada Gajic,Arandjelovac,2,70033,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
347,347,2010,Vlada Gajic,Arandjelovac,2,70033,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
348,348,2011,Vlada Gajic,Arandjelovac,2,70033,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
349,349,2012,Vlada Gajic,Arandjelovac,2,70033,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
350,350,2008,Mirjana Avakumic,Arilje,2,70041,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
351,351,2009,Mirjana Avakumic,Arilje,2,70041,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
352,352,2010,Mirjana Avakumic,Arilje,2,70041,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
353,353,2011,Mirjana Avakumic,Arilje,2,70041,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
354,354,2008,Radisa MIlosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
355,355,2009,Radisa MIlosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
356,356,2010,Radisa MIlosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
357,357,2011,Radisa MIlosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
358,358,2012,Radisa MIlosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
359,359,2013,Radisa Milosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
360,360,2014,Radisa Milosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
361,361,2015,Radisa Milosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
362,362,2016,Radisa Milosevic,Batocina,2,70076,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
363,363,2012,Goran Miljkovic,Bela Palanka,2,70084,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
364,364,2013,Goran Miljkovic,Bela Palanka,2,70084,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
365,365,2008,Milan Popovic,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
366,366,2009,Milan Popovic,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
367,367,2010,Milan Popovic,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
368,368,2011,Milan Popovic,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
369,369,2012,Edip Serifov,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
370,370,2013,Edip Serifov,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
371,371,2014,Edip Serifov,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
372,372,2015,Edip Serifov,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
373,373,2016,Edip Serifov,Beograd-Zvezdara,2,70149,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
374,374,2008,Danilo Basic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
375,375,2009,Danilo Basic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
376,376,2010,Danilo Basic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
377,377,2011,Danilo Basic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
378,378,2012,Stojan Nikolic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
379,379,2013,Stojan Nikolic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
380,380,2014,Stojan Nikolic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
381,381,2015,Stojan Nikolic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
382,382,2016,Stojan Nikolic,Beograd-Palilula,2,70203,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
383,383,2008,Bojan Milic,Beograd-Rakovica,2,70211,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
384,384,2009,Bojan Milic,Beograd-Rakovica,2,70211,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
385,385,2010,Bojan Milic,Beograd-Rakovica,2,70211,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
386,386,2011,Bojan Milic,Beograd-Rakovica,2,70211,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
387,387,2012,Bojan Milic,Beograd-Rakovica,2,70211,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
388,388,2008,Nebojsa Milosavljevic,Blace,2,70262,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
389,389,2009,Nebojsa Milosavljevic,Blace,2,70262,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
390,390,2010,Nebojsa Milosavljevic,Blace,2,70262,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
391,391,2011,Nebojsa Milosavljevic,Blace,2,70262,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
392,392,2008,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
393,393,2009,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
394,394,2010,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
395,395,2011,Slobodan Savic,Bogatic,2,70289,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
396,396,2008,Nebojsa Nenadovic,Bojnik,2,70297,DS,Demokratska Stranka,1,1,1,-1,0,0,0,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,DS,2,Demokratska Stranka,1
